Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
07/11/2021 20:00;9.16;8.76;4.43;40.12;86.60;7.54;28.81;23.08;17.17;25.04
07/11/2021 21:00;8.57;8.18;3.74;33.24;78.50;7.90;26.66;20.34;16.50;23.24
07/11/2021 22:00;7.65;7.83;3.19;31.17;72.15;5.86;23.82;18.02;17.46;23.27
07/11/2021 23:00;10.11;7.56;2.85;27.25;67.27;7.35;21.74;15.81;16.92;22.05
08/11/2021 00:00;16.29;6.90;2.47;23.00;58.30;7.15;18.47;13.86;16.78;21.75
08/11/2021 01:00;6.45;7.15;2.39;23.12;53.93;7.39;16.64;11.31;16.01;20.37
08/11/2021 02:00;6.35;6.98;2.17;25.87;51.64;6.52;16.27;10.46;16.96;21.21
08/11/2021 03:00;6.99;6.71;2.29;27.06;52.52;6.18;15.36;10.40;17.32;21.13
08/11/2021 04:00;6.43;6.77;2.72;27.36;52.65;6.66;15.88;10.82;15.69;19.71
08/11/2021 05:00;7.15;7.08;2.86;27.36;56.20;6.33;16.81;12.47;16.46;21.14
08/11/2021 06:00;9.17;8.22;3.74;34.59;72.30;7.46;23.45;15.79;18.42;24.08
08/11/2021 07:00;11.14;9.55;5.06;39.38;99.82;7.88;33.41;26.76;21.59;31.21
08/11/2021 08:00;10.86;9.07;4.35;37.24;96.65;9.29;31.85;29.12;21.77;30.40
08/11/2021 09:00;10.57;8.90;4.44;37.25;91.10;9.17;27.89;28.15;23.08;30.70
08/11/2021 10:00;11.81;8.39;4.17;37.34;86.24;8.57;26.58;27.21;22.92;30.63
08/11/2021 11:00;11.41;8.50;3.85;33.38;85.33;6.56;25.44;25.93;21.89;29.30
08/11/2021 12:00;11.42;8.30;3.70;37.63;83.29;8.05;25.06;26.25;22.44;29.32
08/11/2021 13:00;11.39;8.55;3.84;39.01;84.41;9.19;26.28;26.78;24.39;31.91
08/11/2021 14:00;11.11;8.46;3.77;34.49;81.15;8.74;25.72;24.97;23.75;30.62
08/11/2021 15:00;11.64;8.31;3.67;31.27;77.70;7.35;23.91;23.57;24.36;31.52
08/11/2021 16:00;10.69;7.94;3.64;32.64;74.95;7.28;23.90;22.58;25.30;29.55
08/11/2021 17:00;10.55;8.17;3.63;34.71;78.95;9.32;24.99;22.20;20.33;27.35
08/11/2021 18:00;9.79;8.25;3.98;35.42;83.53;7.33;25.58;24.15;20.24;27.87
08/11/2021 19:00;10.07;8.98;4.23;40.24;89.17;10.07;27.62;24.80;19.04;27.86
08/11/2021 20:00;9.92;9.21;4.38;40.64;89.42;8.62;29.56;24.22;18.17;25.90
08/11/2021 21:00;9.74;8.47;3.94;35.57;80.92;8.09;27.58;21.56;18.13;24.31
08/11/2021 22:00;7.14;7.97;3.38;31.82;72.72;7.20;23.99;18.75;18.76;24.61
08/11/2021 23:00;6.29;7.51;2.92;27.24;65.03;8.37;22.14;17.25;16.34;20.89
09/11/2021 00:00;5.99;7.23;2.46;24.39;58.29;7.12;18.35;14.78;19.31;23.87
09/11/2021 01:00;6.42;7.20;2.30;21.53;53.13;7.02;16.32;12.20;18.72;22.58
09/11/2021 02:00;17.08;7.25;2.19;25.11;50.57;6.73;15.51;11.36;19.44;23.71
09/11/2021 03:00;5.59;7.06;2.15;26.54;51.60;6.82;15.48;11.34;17.15;20.87
09/11/2021 04:00;6.68;7.04;2.26;25.69;52.27;6.51;15.78;11.30;16.25;20.04
09/11/2021 05:00;6.92;7.19;2.37;27.41;56.35;7.17;16.71;12.22;16.91;21.31
09/11/2021 06:00;8.36;8.61;3.83;34.30;72.43;8.16;22.66;17.52;19.60;26.24
09/11/2021 07:00;11.48;9.76;5.19;40.81;101.28;12.18;33.81;26.43;21.96;30.59
09/11/2021 08:00;11.62;9.81;4.80;40.97;98.22;10.67;33.49;28.66;23.40;33.25
09/11/2021 09:00;11.64;9.43;4.45;37.53;90.62;8.53;28.80;28.23;22.85;32.57
09/11/2021 10:00;11.73;8.53;3.92;38.54;87.30;9.70;26.18;27.77;22.16;30.97
09/11/2021 11:00;11.03;8.99;4.25;37.82;83.94;9.05;25.11;26.24;23.16;29.67
09/11/2021 12:00;11.04;8.72;3.99;35.70;84.78;8.65;23.80;27.32;23.75;31.71
09/11/2021 13:00;10.46;8.64;3.86;37.16;84.00;11.83;26.25;28.45;23.49;31.88
09/11/2021 14:00;11.16;8.62;3.75;36.94;82.14;9.25;25.56;24.88;22.51;30.23
09/11/2021 15:00;10.10;8.27;3.59;32.40;79.08;9.29;22.25;23.49;25.29;30.51
09/11/2021 16:00;8.64;8.47;3.66;34.53;75.77;7.85;22.62;23.88;24.02;33.09
09/11/2021 17:00;8.39;8.30;3.99;36.89;77.37;8.78;24.86;22.50;23.06;30.46
09/11/2021 18:00;8.56;8.68;3.95;37.36;84.12;8.43;26.17;24.05;20.94;29.11
09/11/2021 19:00;9.98;9.18;4.23;39.28;88.00;8.69;29.51;24.54;20.68;27.23
09/11/2021 20:00;10.65;9.20;4.46;38.73;89.72;8.84;30.80;24.98;19.04;26.32
09/11/2021 21:00;9.15;8.80;3.88;36.44;82.11;7.87;27.42;21.97;18.66;25.34
09/11/2021 22:00;7.88;7.92;3.40;27.07;73.45;6.63;23.87;18.65;19.66;25.48
09/11/2021 23:00;7.61;7.54;2.77;29.59;67.10;6.82;21.82;17.06;18.99;23.91
10/11/2021 00:00;7.07;6.99;2.61;27.33;58.41;6.98;18.61;14.36;18.99;22.67
10/11/2021 01:00;6.78;6.91;2.31;27.48;52.67;6.63;15.76;11.79;18.69;22.05
10/11/2021 02:00;6.45;6.73;2.15;25.59;51.06;6.61;15.63;10.83;20.14;24.51
10/11/2021 03:00;5.90;6.85;2.14;24.10;51.52;6.72;14.79;10.71;18.55;22.14
10/11/2021 04:00;5.18;6.94;2.24;24.85;52.17;6.20;15.62;11.29;17.16;20.44
10/11/2021 05:00;5.68;7.13;2.52;26.06;55.36;6.32;16.67;12.30;17.52;21.38
10/11/2021 06:00;7.43;8.36;3.96;30.63;72.86;7.73;21.68;16.83;20.86;26.49
10/11/2021 07:00;10.33;10.27;5.09;39.76;102.30;10.33;33.89;26.65;19.19;28.42
10/11/2021 08:00;10.55;9.81;4.69;42.72;97.35;9.59;33.57;30.12;23.17;32.34
10/11/2021 09:00;10.87;9.30;4.29;36.04;93.13;8.19;28.96;30.37;24.84;32.81
10/11/2021 10:00;11.88;9.32;3.97;#N/A;89.09;7.58;26.05;28.05;26.07;32.39
10/11/2021 11:00;11.90;8.18;3.70;#N/A;84.11;7.18;26.91;26.20;25.40;30.69
10/11/2021 12:00;11.48;8.36;4.04;#N/A;84.05;6.89;25.84;26.72;25.97;32.21
10/11/2021 13:00;11.17;8.24;3.94;37.22;84.34;7.99;27.06;27.34;27.48;34.53
10/11/2021 14:00;11.89;8.33;3.77;39.42;81.82;6.43;26.68;24.32;24.54;30.16
10/11/2021 15:00;10.57;8.41;3.90;36.24;77.83;8.32;23.62;23.91;22.95;28.73
10/11/2021 16:00;9.23;8.16;3.58;32.15;77.39;7.95;23.85;22.57;26.46;31.59
10/11/2021 17:00;9.11;8.06;3.73;34.16;77.78;8.22;25.74;23.49;22.26;28.32
10/11/2021 18:00;8.48;8.33;4.03;36.26;81.76;8.95;28.26;24.09;22.59;29.13
10/11/2021 19:00;8.90;8.81;4.18;38.80;88.02;8.42;30.29;23.88;20.33;27.46
10/11/2021 20:00;9.48;8.46;4.59;38.91;89.90;9.27;30.57;23.40;20.06;26.74
10/11/2021 21:00;7.85;8.53;3.95;35.33;83.13;9.01;27.66;21.25;19.71;25.05
10/11/2021 22:00;7.46;7.78;3.21;29.53;73.05;6.16;24.58;19.57;19.43;24.10
10/11/2021 23:00;7.12;7.26;2.76;27.73;65.50;6.57;21.08;16.48;19.99;23.45
11/11/2021 00:00;6.91;7.02;2.61;23.98;58.78;6.37;18.80;14.26;20.04;23.50
11/11/2021 01:00;7.37;6.64;2.31;23.53;53.09;6.36;15.91;12.30;18.22;20.45
11/11/2021 02:00;7.47;6.55;2.26;24.81;50.71;6.47;15.81;10.96;19.48;22.11
11/11/2021 03:00;6.11;6.81;2.35;26.34;51.28;6.42;16.72;10.89;20.79;23.29
11/11/2021 04:00;5.99;7.01;2.45;25.81;52.06;6.15;17.39;11.01;19.82;21.72
11/11/2021 05:00;6.75;6.98;2.49;27.00;55.05;7.96;18.13;12.41;20.17;22.36
11/11/2021 06:00;8.44;8.07;3.81;33.43;71.56;7.96;24.36;16.68;18.67;24.09
11/11/2021 07:00;11.53;9.46;5.30;41.81;101.58;11.16;34.91;27.00;22.10;30.47
11/11/2021 08:00;10.73;9.36;4.62;39.47;100.68;9.51;35.14;28.62;23.56;31.29
11/11/2021 09:00;10.56;9.47;4.32;38.83;92.82;7.34;33.05;29.18;22.95;31.34
11/11/2021 10:00;10.79;8.36;4.36;36.23;88.56;9.40;28.01;28.03;22.41;32.11
11/11/2021 11:00;10.37;8.84;3.87;37.82;84.00;7.67;24.79;26.87;21.84;30.51
11/11/2021 12:00;10.68;8.21;4.03;36.45;82.29;7.00;26.24;26.07;22.15;30.44
11/11/2021 13:00;10.52;8.53;4.20;36.02;84.58;6.76;26.52;26.73;24.27;31.05
11/11/2021 14:00;10.86;8.68;3.78;36.66;81.66;7.97;24.64;24.91;22.79;30.14
11/11/2021 15:00;9.97;8.57;3.82;36.12;78.25;7.99;23.71;23.04;22.20;29.93
11/11/2021 16:00;8.37;8.08;3.79;28.81;76.43;8.08;23.01;23.18;19.46;27.32
11/11/2021 17:00;9.26;8.58;3.87;34.50;77.99;7.29;23.29;23.44;20.89;27.79
11/11/2021 18:00;8.73;8.59;4.15;38.16;82.10;7.24;27.09;22.90;21.73;29.30
11/11/2021 19:00;9.45;9.22;4.33;39.74;86.72;9.53;28.64;24.84;20.88;28.80
11/11/2021 20:00;9.35;9.38;4.27;38.05;88.52;8.26;28.84;25.22;19.48;27.23
11/11/2021 21:00;8.31;8.50;3.74;34.66;81.93;8.16;25.80;21.25;18.01;24.36
11/11/2021 22:00;7.33;8.05;3.27;29.21;72.87;7.90;23.47;18.97;16.49;23.36
11/11/2021 23:00;6.86;7.61;2.84;23.06;66.62;7.88;21.86;17.04;15.94;20.63
12/11/2021 00:00;5.50;7.02;2.50;26.22;59.04;6.67;18.87;14.42;17.12;22.19
12/11/2021 01:00;4.61;6.78;2.48;26.61;53.36;6.92;16.83;11.93;16.48;21.00
12/11/2021 02:00;5.55;6.68;2.17;24.84;51.13;6.78;15.58;11.15;17.01;22.01
12/11/2021 03:00;7.76;6.71;2.23;24.14;51.35;6.91;#N/A;11.10;18.64;22.28
12/11/2021 04:00;7.96;6.95;2.24;24.64;52.26;5.82;15.39;11.21;16.96;20.92
12/11/2021 05:00;6.52;7.02;2.51;28.51;55.33;7.25;16.68;12.46;15.39;20.15
12/11/2021 06:00;8.37;8.35;3.82;31.54;71.50;8.22;23.34;17.05;16.21;22.99
12/11/2021 07:00;10.93;9.70;5.15;37.87;100.80;8.22;33.52;25.97;19.23;28.50
12/11/2021 08:00;10.57;9.73;4.74;39.21;98.90;7.18;33.40;28.72;21.53;29.90
12/11/2021 09:00;11.19;9.19;5.39;39.10;93.57;8.19;30.16;29.89;21.48;31.43
12/11/2021 10:00;11.44;8.55;#N/A;36.82;88.64;7.39;27.00;28.87;21.22;31.09
12/11/2021 11:00;10.78;8.54;#N/A;37.43;84.97;8.56;25.58;27.55;22.91;30.88
12/11/2021 12:00;10.31;7.96;#N/A;36.01;84.42;9.10;25.05;26.91;20.18;28.65
12/11/2021 13:00;10.15;8.31;3.97;39.37;85.05;8.88;26.70;27.08;20.67;29.34
12/11/2021 14:00;10.70;8.47;3.68;32.46;81.24;8.03;26.24;24.42;22.06;29.14
12/11/2021 15:00;10.28;8.23;3.83;32.95;80.10;8.48;25.01;22.21;20.71;29.64
12/11/2021 16:00;8.41;8.31;3.77;33.89;79.01;7.17;24.91;23.37;20.59;28.68
12/11/2021 17:00;8.08;8.34;4.09;33.26;78.70;7.23;27.15;22.88;19.21;27.31
12/11/2021 18:00;7.37;8.02;4.11;38.17;83.43;7.51;26.52;23.10;17.85;25.79
12/11/2021 19:00;9.46;8.98;4.20;41.40;85.35;8.99;27.52;24.75;17.25;25.81
12/11/2021 20:00;9.51;8.70;4.01;39.71;84.09;9.29;28.41;23.03;18.62;25.46
12/11/2021 21:00;8.33;8.14;3.57;34.36;77.25;7.85;25.85;20.04;19.06;25.69
12/11/2021 22:00;7.16;7.64;3.25;25.83;69.70;6.53;23.02;17.91;15.68;21.91
12/11/2021 23:00;6.86;7.35;3.00;25.76;65.75;5.52;21.30;16.39;16.09;21.04
13/11/2021 00:00;6.60;7.05;2.76;24.52;59.40;6.82;19.91;13.61;15.41;19.82
13/11/2021 01:00;7.25;6.70;2.44;25.84;54.07;6.43;16.01;12.10;14.89;18.51
13/11/2021 02:00;7.07;6.50;2.41;25.21;52.21;6.85;14.93;11.46;17.43;21.14
13/11/2021 03:00;5.96;6.60;2.26;25.06;51.88;6.48;14.90;11.33;15.59;19.22
13/11/2021 04:00;5.90;6.77;2.24;24.15;51.53;6.12;15.68;10.99;15.28;19.03
13/11/2021 05:00;5.63;6.67;2.40;25.12;53.18;6.63;16.06;11.99;15.19;19.12
13/11/2021 06:00;6.10;7.07;2.95;27.26;59.61;6.77;18.82;13.94;17.33;22.87
13/11/2021 07:00;8.30;8.54;4.14;34.61;77.56;7.75;23.91;18.40;17.10;23.62
13/11/2021 08:00;8.99;9.23;5.19;40.26;93.26;9.47;31.22;24.62;17.21;25.73
13/11/2021 09:00;10.14;9.91;5.15;41.96;101.57;8.96;34.77;27.91;18.43;27.00
13/11/2021 10:00;9.72;8.94;5.08;41.43;97.81;7.95;32.06;27.39;19.29;28.94
13/11/2021 11:00;9.33;8.95;4.76;40.06;90.71;9.96;29.78;24.73;18.47;26.46
13/11/2021 12:00;9.24;8.97;4.65;39.60;90.37;8.52;29.53;24.34;18.86;26.58
13/11/2021 13:00;9.98;8.84;4.62;39.72;88.99;7.23;30.52;24.53;17.42;25.23
13/11/2021 14:00;9.88;9.07;4.40;38.41;84.14;8.18;29.39;23.50;16.93;23.94
13/11/2021 15:00;9.85;8.76;4.09;34.30;79.69;8.12;26.67;21.96;16.83;23.89
13/11/2021 16:00;9.39;8.57;4.13;38.38;79.98;6.03;26.97;21.15;16.36;24.22
13/11/2021 17:00;8.97;8.95;4.22;38.61;81.07;8.91;24.78;21.78;17.07;24.00
13/11/2021 18:00;8.97;8.73;#N/A;37.96;83.18;8.53;25.87;22.99;16.82;23.63
13/11/2021 19:00;8.96;8.63;4.09;37.82;82.32;9.13;27.34;22.18;17.17;23.16
13/11/2021 20:00;8.13;8.67;4.19;36.08;81.19;7.35;26.54;21.33;15.44;22.25
13/11/2021 21:00;7.35;7.92;3.83;30.78;72.63;7.96;24.83;18.85;16.09;21.84
13/11/2021 22:00;6.86;7.66;3.11;26.52;68.61;7.62;22.28;17.58;16.87;21.66
13/11/2021 23:00;5.93;7.53;2.95;27.98;64.62;7.48;20.68;16.60;15.84;21.22
14/11/2021 00:00;5.96;6.27;2.74;25.88;60.98;6.72;19.33;15.23;15.63;20.82
14/11/2021 01:00;5.81;6.84;2.65;26.51;54.70;7.72;17.03;13.33;14.93;19.43
14/11/2021 02:00;6.57;6.64;2.31;24.69;52.16;6.71;16.47;11.89;15.82;20.39
14/11/2021 03:00;6.35;6.60;2.35;24.46;51.64;6.01;15.18;11.38;15.73;20.00
14/11/2021 04:00;6.52;6.62;2.76;24.60;51.27;5.84;15.16;11.32;14.73;18.78
14/11/2021 05:00;6.85;6.70;2.78;25.48;52.06;6.30;16.37;11.81;14.27;#N/A
14/11/2021 06:00;8.14;7.14;2.79;23.92;56.52;6.51;17.72;13.20;15.15;19.67
14/11/2021 07:00;8.95;7.99;3.93;30.86;70.32;6.19;21.86;16.20;17.91;22.63
14/11/2021 08:00;9.95;9.34;4.81;39.52;91.20;7.76;29.37;22.25;18.34;26.08
14/11/2021 09:00;10.58;10.61;5.81;47.98;102.58;9.62;36.33;27.02;17.00;25.91
14/11/2021 10:00;10.53;10.27;6.05;48.78;105.00;8.19;36.97;27.52;17.17;26.16
14/11/2021 11:00;8.83;10.18;5.54;47.39;97.98;9.43;33.44;25.93;19.19;26.54
14/11/2021 12:00;8.90;9.69;4.93;39.10;93.67;9.37;30.94;24.62;17.20;25.76
14/11/2021 13:00;8.17;9.69;4.73;37.80;90.66;8.84;30.79;23.49;16.15;23.61
14/11/2021 14:00;8.69;8.82;4.35;36.89;83.93;10.11;27.06;22.23;15.77;23.08
14/11/2021 15:00;7.71;8.36;4.22;33.36;77.62;7.74;26.05;20.00;16.89;22.38
14/11/2021 16:00;7.75;8.59;4.49;33.61;76.71;9.04;26.89;21.17;16.41;23.17
14/11/2021 17:00;7.34;8.56;4.32;34.78;79.93;8.40;26.76;21.29;15.15;22.09
14/11/2021 18:00;8.18;8.65;4.43;38.98;83.93;9.76;27.66;22.68;15.39;22.55
14/11/2021 19:00;9.39;8.52;4.37;38.09;87.64;8.53;27.55;21.86;15.28;#N/A
14/11/2021 20:00;9.13;8.58;4.12;38.14;86.90;9.15;28.30;22.58;16.17;24.32
14/11/2021 21:00;7.74;8.16;3.90;34.93;77.64;6.69;27.36;19.86;15.59;22.30
14/11/2021 22:00;6.98;7.71;3.30;26.80;70.42;8.20;23.36;17.54;15.53;21.94
14/11/2021 23:00;10.14;7.49;2.84;27.79;65.63;6.04;21.92;16.81;15.79;20.96
15/11/2021 00:00;15.44;6.80;2.57;27.50;58.03;6.61;19.19;13.37;16.48;21.28
15/11/2021 01:00;6.66;6.69;2.36;25.18;52.33;5.41;17.06;11.86;16.80;21.09
15/11/2021 02:00;6.07;6.57;2.23;23.89;51.26;5.72;15.46;10.93;17.31;22.37
15/11/2021 03:00;6.14;6.58;2.31;24.06;51.06;6.00;15.37;10.70;16.46;21.00
15/11/2021 04:00;5.16;6.66;2.71;24.75;51.49;5.99;15.90;10.84;15.73;20.15
15/11/2021 05:00;5.44;7.06;2.87;23.12;54.49;6.91;17.37;12.00;15.33;19.69
15/11/2021 06:00;7.21;8.12;3.68;32.07;72.23;8.27;22.38;16.84;16.86;23.22
15/11/2021 07:00;10.91;9.68;4.91;41.25;98.25;6.82;32.54;26.22;18.62;27.90
15/11/2021 08:00;11.45;9.19;4.63;40.96;96.96;7.12;33.04;29.89;20.23;29.13
15/11/2021 09:00;11.28;9.04;4.56;41.86;94.06;7.79;31.01;28.60;21.90;31.59
15/11/2021 10:00;11.40;8.58;4.04;40.32;85.85;7.78;30.03;27.80;21.78;31.65
15/11/2021 11:00;10.70;8.29;4.04;36.62;86.08;7.50;27.09;27.89;21.93;30.42
15/11/2021 12:00;10.96;8.73;4.10;35.78;84.14;8.75;28.13;26.61;19.90;28.57
15/11/2021 13:00;11.08;8.87;4.09;35.12;85.35;8.75;27.78;26.25;20.12;31.04
15/11/2021 14:00;10.48;8.75;4.06;34.48;81.98;9.12;26.55;24.14;21.71;28.87
15/11/2021 15:00;10.09;8.31;3.88;#N/A;78.00;8.52;25.64;23.66;21.82;29.01
15/11/2021 16:00;8.72;7.92;3.68;#N/A;77.61;8.30;24.68;23.57;20.02;26.70
15/11/2021 17:00;8.20;8.32;3.63;33.81;78.59;8.95;24.97;24.44;18.35;25.73
15/11/2021 18:00;7.94;8.61;4.13;36.93;82.70;9.61;27.24;24.00;18.21;26.40
15/11/2021 19:00;8.72;9.06;4.16;37.40;87.64;7.37;29.01;25.19;16.88;24.82
15/11/2021 20:00;8.43;8.94;4.54;38.19;89.48;7.96;31.01;24.67;18.52;27.37
15/11/2021 21:00;7.81;8.39;3.92;33.53;80.57;9.29;28.98;22.49;17.00;23.84
15/11/2021 22:00;7.07;7.79;3.41;31.48;72.71;6.65;23.94;19.74;19.52;24.04
15/11/2021 23:00;7.06;7.44;2.70;30.62;66.45;6.14;22.47;17.25;17.00;21.67
16/11/2021 00:00;6.47;6.79;2.49;27.35;57.43;6.64;19.13;14.34;16.56;21.47
16/11/2021 01:00;6.92;6.71;2.27;25.73;53.09;6.38;16.11;12.50;16.89;21.01
16/11/2021 02:00;16.43;6.68;2.25;25.67;51.52;6.40;15.56;11.46;18.31;22.97
16/11/2021 03:00;5.98;6.89;2.16;23.72;51.43;#N/A;15.65;11.23;17.75;21.70
16/11/2021 04:00;5.63;7.11;2.30;22.26;52.51;5.40;16.08;11.46;15.25;19.26
16/11/2021 05:00;6.42;7.26;2.46;22.47;54.14;5.92;18.05;12.79;16.02;20.53
16/11/2021 06:00;7.96;7.95;3.69;33.91;70.73;10.41;22.15;17.24;18.10;25.64
16/11/2021 07:00;10.17;9.87;4.97;44.62;98.92;8.73;32.32;27.16;17.30;25.92
16/11/2021 08:00;10.72;9.63;4.33;39.59;98.59;9.91;32.82;28.38;19.31;28.90
16/11/2021 09:00;10.15;9.20;4.18;39.55;90.17;8.37;29.11;28.13;20.49;30.77
16/11/2021 10:00;10.54;8.24;3.77;35.76;85.51;8.77;27.72;28.51;20.16;30.60
16/11/2021 11:00;11.10;8.29;3.75;36.58;82.76;8.17;25.04;27.39;23.30;28.85
16/11/2021 12:00;11.16;7.97;3.74;35.65;82.50;8.40;25.29;26.44;22.13;30.17
16/11/2021 13:00;10.26;8.42;3.73;34.76;84.29;12.74;26.90;27.21;23.57;31.12
16/11/2021 14:00;10.45;8.50;3.83;33.26;81.14;9.36;25.58;26.00;20.58;28.33
16/11/2021 15:00;10.20;8.19;3.56;33.32;78.03;10.21;23.61;22.94;21.31;28.97
16/11/2021 16:00;9.06;8.05;3.60;33.83;75.91;10.93;23.38;23.96;20.69;28.51
16/11/2021 17:00;8.94;8.19;3.74;32.77;78.34;7.97;25.25;23.32;21.20;29.88
16/11/2021 18:00;8.23;8.32;3.88;35.89;83.70;9.31;26.22;23.98;18.52;26.97
16/11/2021 19:00;9.58;8.50;4.19;37.66;86.96;8.79;27.46;25.03;22.11;29.64
16/11/2021 20:00;9.52;8.56;4.32;40.57;90.55;8.78;31.30;25.23;17.08;24.99
16/11/2021 21:00;8.00;8.50;3.81;35.67;81.99;7.51;26.95;22.13;19.65;25.66
16/11/2021 22:00;6.92;7.81;3.49;32.47;72.66;6.59;24.70;19.29;16.42;22.42
16/11/2021 23:00;6.10;7.26;2.80;30.21;66.40;6.81;21.19;17.76;17.19;22.72
17/11/2021 00:00;6.07;6.95;2.61;27.27;58.26;6.33;19.22;14.43;16.84;21.77
17/11/2021 01:00;7.43;6.67;2.34;22.84;53.35;5.46;16.74;12.15;16.52;19.99
17/11/2021 02:00;8.20;6.60;2.19;22.53;51.11;4.82;15.86;11.46;18.24;22.96
17/11/2021 03:00;5.07;6.77;2.15;21.94;51.49;5.38;15.00;11.52;18.12;22.21
17/11/2021 04:00;4.98;6.82;2.22;22.88;51.57;5.65;15.86;11.52;15.70;20.19
17/11/2021 05:00;5.88;6.87;2.59;27.58;54.66;5.56;17.22;13.35;15.17;19.60
17/11/2021 06:00;7.20;8.15;3.61;35.99;71.14;6.83;21.32;17.20;16.91;24.29
17/11/2021 07:00;9.40;9.73;4.89;41.20;100.43;8.32;34.03;26.78;18.32;27.29
17/11/2021 08:00;9.27;9.29;4.43;41.81;98.00;8.49;34.05;29.36;23.84;31.34
17/11/2021 09:00;9.57;9.15;4.46;36.72;92.18;8.63;31.03;29.39;23.24;29.45
17/11/2021 10:00;9.54;8.78;3.86;36.49;86.13;6.61;29.88;27.36;24.94;32.37
17/11/2021 11:00;9.11;8.42;3.84;34.02;83.83;8.00;26.48;26.42;23.01;31.88
17/11/2021 12:00;9.53;8.90;3.90;36.17;84.33;7.34;26.64;26.32;22.22;30.83
17/11/2021 13:00;9.59;8.46;3.85;40.50;85.70;5.44;27.09;26.92;21.63;29.66
17/11/2021 14:00;10.17;8.62;3.73;37.81;81.49;8.46;26.52;24.67;24.16;31.00
17/11/2021 15:00;9.95;8.28;3.86;31.99;77.81;8.70;24.65;22.74;20.86;27.79
17/11/2021 16:00;8.65;8.17;3.32;#N/A;77.87;7.63;25.21;23.21;25.27;32.66
17/11/2021 17:00;8.09;8.02;3.79;32.98;78.67;8.68;26.69;22.88;20.00;28.36
17/11/2021 18:00;8.23;8.25;4.15;33.18;82.15;8.88;28.53;24.24;17.78;24.85
17/11/2021 19:00;9.34;8.72;4.23;37.12;87.73;7.91;29.71;25.24;18.44;26.62
17/11/2021 20:00;9.30;8.72;4.33;39.49;89.01;8.72;30.93;24.10;18.91;25.50
17/11/2021 21:00;7.32;8.60;3.95;34.91;82.73;8.81;28.01;22.84;17.36;24.48
17/11/2021 22:00;5.08;7.87;3.53;34.93;72.83;7.22;24.04;19.63;17.36;24.07
17/11/2021 23:00;4.93;7.35;2.79;29.82;65.89;6.79;21.37;17.38;17.74;24.58
18/11/2021 00:00;4.41;6.95;2.50;26.09;57.81;6.18;19.52;14.53;16.38;20.16
18/11/2021 01:00;4.97;6.70;2.30;21.79;53.01;6.00;15.90;12.12;16.28;20.46
18/11/2021 02:00;4.51;6.82;2.29;21.23;50.83;5.20;15.71;11.40;17.62;22.05
18/11/2021 03:00;4.87;6.68;2.34;25.20;50.69;5.21;15.23;11.20;17.75;22.34
18/11/2021 04:00;5.12;6.83;2.38;26.95;51.72;6.13;15.47;11.46;17.92;22.32
18/11/2021 05:00;5.41;7.06;2.54;27.31;54.02;6.04;17.06;12.85;15.21;19.89
18/11/2021 06:00;6.93;8.09;3.72;34.64;71.62;8.76;21.69;16.55;16.44;23.03
18/11/2021 07:00;9.40;9.39;4.83;45.04;100.01;8.55;34.16;25.82;18.35;28.34
18/11/2021 08:00;9.19;9.55;4.57;42.72;99.27;7.83;34.33;29.28;22.72;32.16
18/11/2021 09:00;8.89;9.09;4.35;32.05;92.59;8.76;31.40;28.15;24.73;32.09
18/11/2021 10:00;9.81;9.01;4.21;#N/A;86.72;7.08;29.41;28.32;22.29;31.32
18/11/2021 11:00;9.91;8.69;3.91;#N/A;82.53;7.38;26.96;26.94;23.27;32.70
18/11/2021 12:00;9.43;8.36;3.88;#N/A;84.77;8.14;27.29;27.95;20.34;29.48
18/11/2021 13:00;9.97;8.83;3.94;41.92;85.28;7.95;28.96;26.33;20.04;28.98
18/11/2021 14:00;10.41;8.63;3.91;39.84;80.79;10.02;25.91;24.54;21.77;31.24
18/11/2021 15:00;10.37;8.88;3.97;34.71;77.95;9.67;26.46;22.58;20.98;27.41
18/11/2021 16:00;8.22;8.21;3.99;30.67;76.05;7.26;25.26;23.35;25.82;34.06
18/11/2021 17:00;6.33;8.23;3.78;34.15;78.13;8.47;25.91;23.23;19.45;27.17
18/11/2021 18:00;6.98;8.63;4.00;37.18;83.38;8.57;27.11;23.71;21.29;30.59
18/11/2021 19:00;8.35;9.02;4.38;38.63;85.82;9.72;28.76;24.48;17.78;25.31
18/11/2021 20:00;8.91;9.05;4.65;39.21;88.75;9.63;31.46;24.10;17.38;25.51
18/11/2021 21:00;7.41;7.98;3.82;34.01;80.77;8.28;28.07;21.86;17.33;23.42
18/11/2021 22:00;6.20;7.52;3.32;29.01;72.51;7.37;24.33;17.44;16.33;22.48
18/11/2021 23:00;5.97;7.28;2.80;24.54;65.78;6.35;22.14;17.17;15.92;21.23
19/11/2021 00:00;5.63;6.98;2.45;27.86;59.30;6.70;19.53;14.21;16.15;21.14
19/11/2021 01:00;5.28;6.74;2.32;26.83;53.25;6.12;16.60;11.92;15.75;19.63
19/11/2021 02:00;5.49;6.58;2.18;25.60;51.70;5.57;15.87;11.52;18.17;23.21
